FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,82422A,82422A,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,595D60,ABA953,B89869,B89869,B89869,595D60,595D60,595D60,595D60,595D60,595D60,595D60,ABA953,B89869
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,82422A,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,ABA953,B89869,ABA953,ABA953,595D60,595D60,595D60,595D60,595D60,595D60,595D60,595D60,B89869
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,82422A,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,ABA953,ABA953,ABA953,595D60,595D60,595D60,595D60,595D60,595D60,595D60,595D60,595D60,ABA953
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,50372F,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,82422A,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,595D60,ABA953,ABA953,595D60,595D60,595D60,595D60,595D60,595D60,595D60,595D60,595D60,ABA953
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,50372F,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,82422A,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,595D60,B89869,ABA953,595D60,595D60,595D60,595D60,595D60,595D60,595D60,595D60,ABA953,ABA953
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,50372F,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,ABA953,ABA953,595D60,595D60,595D60,595D60,595D60,ABA953,595D60,595D60,595D60,ABA953,B89869
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,50372F,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,B89869,B89869,ABA953,ABA953,595D60,B89869,B89869,B89869,B89869,595D60,595D60,B89869,B89869
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,595D60,ABA953,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,50372F,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,82422A,595D60,595D60,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869
FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,212121,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,50372F,82422A,595D60,595D60,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869
